,home_team,prediction,prediction.1,away_team,season,week,away_score,home_score,actual
162,CAR,3.8,0.8,NO,2022,3,14.0,22.0,8.0
163,WAS,0.4,1.0,PHI,2022,3,24.0,8.0,-16.0
164,CLE,-8.5,0.9,PIT,2022,3,17.0,29.0,12.0
165,DEN,0.5,0.6,SF,2022,3,10.0,11.0,1.0
166,HOU,-10.2,1.1,ARI,2023,11,16.0,21.0,5.0
167,DET,-10.2,1.3,CHI,2023,11,26.0,31.0,5.0
168,BAL,-7.8,0.9,CIN,2023,11,20.0,34.0,14.0
169,CAR,2.7,1.2,DAL,2023,11,33.0,10.0,-23.0
170,GB,-4.5,0.8,LAC,2023,11,20.0,23.0,3.0
171,MIA,-7.1,0.3,LV,2023,11,13.0,20.0,7.0
172,DEN,6.0,3.9,MIN,2023,11,20.0,21.0,1.0
173,WAS,-6.6,0.4,NYG,2023,11,31.0,19.0,-12.0
174,BUF,-5.1,0.4,NYJ,2023,11,6.0,32.0,26.0
175,KC,-5.6,0.8,PHI,2023,11,21.0,17.0,-4.0
176,CLE,-1.0,0.8,PIT,2023,11,10.0,13.0,3.0
177,LA,1.4,1.0,SEA,2023,11,16.0,17.0,1.0
178,SF,-9.2,0.4,TB,2023,11,14.0,27.0,13.0
179,JAX,-5.5,0.3,TEN,2023,11,14.0,34.0,20.0
180,TB,3.9,1.1,BAL,2024,7,41.0,31.0,-10.0
181,WAS,-4.7,0.4,CAR,2024,7,7.0,40.0,33.0
182,CLE,3.9,1.2,CIN,2024,7,21.0,14.0,-7.0
183,NO,-1.0,1.0,DEN,2024,7,33.0,10.0,-23.0
184,MIN,0.5,0.6,DET,2024,7,31.0,29.0,-2.0
185,GB,-3.5,0.3,HOU,2024,7,22.0,24.0,2.0
186,SF,-4.2,0.4,KC,2024,7,28.0,18.0,-10.0
187,ARI,0.4,0.3,LAC,2024,7,15.0,17.0,2.0
188,LA,-3.9,0.3,LV,2024,7,15.0,20.0,5.0
189,IND,-3.4,0.4,MIA,2024,7,10.0,16.0,6.0
190,JAX,-0.1,0.3,NE,2024,7,16.0,32.0,16.0
191,PIT,-5.1,0.5,NYJ,2024,7,15.0,37.0,22.0
192,NYG,-2.4,0.4,PHI,2024,7,28.0,3.0,-25.0
193,ATL,-2.4,0.4,SEA,2024,7,34.0,14.0,-20.0
194,BUF,-5.0,0.4,TEN,2024,7,10.0,34.0,24.0
195,TB,-8.6,0.8,CAR,2021,18,17.0,41.0,24.0
196,MIN,-2.4,1.6,CHI,2021,18,17.0,31.0,14.0
197,CLE,0.8,1.0,CIN,2021,18,16.0,21.0,5.0
198,PHI,3.8,0.4,DAL,2021,18,51.0,26.0,-25.0
199,DET,7.0,1.6,GB,2021,18,30.0,37.0,7.0
200,JAX,6.3,0.9,IND,2021,18,11.0,26.0,15.0
201,DEN,2.9,0.3,KC,2021,18,28.0,24.0,-4.0
202,LV,-0.3,0.8,LAC,2021,18,32.0,35.0,3.0
203,MIA,5.0,0.3,NE,2021,18,24.0,33.0,9.0
204,ATL,4.9,0.4,NO,2021,18,30.0,20.0,-10.0
205,BUF,-16.2,5.4,NYJ,2021,18,10.0,27.0,17.0
206,BAL,-9.9,1.5,PIT,2021,18,16.0,13.0,-3.0
207,ARI,-8.7,0.8,SEA,2021,18,38.0,30.0,-8.0
208,LA,0.7,0.6,SF,2021,18,27.0,24.0,-3.0
209,HOU,6.4,1.1,TEN,2021,18,28.0,25.0,-3.0
210,NYG,3.5,0.3,WAS,2021,18,22.0,7.0,-15.0
211,LA,1.9,0.9,ARI,2021,4,37.0,20.0,-17.0
212,DEN,-5.5,0.7,BAL,2021,4,23.0,7.0,-16.0
213,DAL,6.5,0.8,CAR,2021,4,28.0,36.0,8.0
214,MIN,2.2,0.7,CLE,2021,4,14.0,7.0,-7.0
215,CHI,0.9,0.7,DET,2021,4,14.0,24.0,10.0
216,BUF,-7.4,0.9,HOU,2021,4,0.0,40.0,40.0
217,MIA,1.8,0.7,IND,2021,4,27.0,17.0,-10.0
218,CIN,-3.3,0.7,JAX,2021,4,21.0,24.0,3.0
219,PHI,4.7,0.6,KC,2021,4,42.0,30.0,-12.0
220,LAC,1.7,0.4,LV,2021,4,14.0,28.0,14.0
221,NO,-4.8,0.4,NYG,2021,4,27.0,21.0,-6.0
222,GB,-2.6,0.3,PIT,2021,4,17.0,27.0,10.0
223,SF,-3.5,0.6,SEA,2021,4,28.0,21.0,-7.0
224,NE,3.6,0.6,TB,2021,4,19.0,17.0,-2.0
225,NYJ,7.3,1.1,TEN,2021,4,24.0,27.0,3.0
226,ATL,-0.6,0.6,WAS,2021,4,34.0,30.0,-4.0
227,CAR,-4.5,0.4,ATL,2021,14,29.0,21.0,-8.0
228,CLE,4.7,0.7,BAL,2021,14,22.0,24.0,2.0
229,TB,3.4,0.4,BUF,2021,14,27.0,33.0,6.0
230,GB,-8.5,1.4,CHI,2021,14,30.0,45.0,15.0
231,WAS,4.9,0.4,DAL,2021,14,27.0,20.0,-7.0
232,DEN,-7.6,0.8,DET,2021,14,10.0,38.0,28.0
233,TEN,-10.3,2.0,JAX,2021,14,0.0,20.0,20.0
234,ARI,-1.0,0.7,LA,2021,14,30.0,23.0,-7.0
235,KC,-8.2,1.5,LV,2021,14,9.0,48.0,39.0
236,NYJ,7.5,1.1,NO,2021,14,30.0,9.0,-21.0
237,LAC,-4.7,0.6,NYG,2021,14,21.0,37.0,16.0
238,MIN,-4.3,0.3,PIT,2021,14,28.0,36.0,8.0
239,HOU,7.5,1.1,SEA,2021,14,33.0,13.0,-20.0
240,CIN,2.1,0.4,SF,2021,14,26.0,23.0,-3.0
241,ATL,5.1,0.3,CAR,2021,8,19.0,13.0,-6.0
242,NYJ,8.1,1.0,CIN,2021,8,31.0,34.0,3.0
243,MIN,-4.2,0.7,DAL,2021,8,20.0,16.0,-4.0
244,ARI,-5.5,0.4,GB,2021,8,24.0,21.0,-3.0
245,SEA,-4.6,0.6,JAX,2021,8,7.0,31.0,24.0
246,HOU,8.2,1.0,LA,2021,8,38.0,22.0,-16.0
247,BUF,-11.5,3.2,MIA,2021,8,11.0,26.0,15.0
248,LAC,2.5,0.6,NE,2021,8,27.0,24.0,-3.0
249,KC,-4.8,0.4,NYG,2021,8,17.0,20.0,3.0
250,DET,-0.4,1.3,PHI,2021,8,44.0,6.0,-38.0
251,CLE,-5.0,1.0,PIT,2021,8,15.0,10.0,-5.0
252,CHI,6.4,0.3,SF,2021,8,33.0,22.0,-11.0
253,NO,4.8,0.3,TB,2021,8,27.0,36.0,9.0
254,IND,0.4,0.4,TEN,2021,8,34.0,31.0,-3.0
255,DEN,-6.8,0.6,WAS,2021,8,10.0,17.0,7.0
256,NE,3.2,1.5,BUF,2022,13,24.0,10.0,-14.0
257,HOU,2.9,1.1,CLE,2022,13,27.0,14.0,-13.0
258,BAL,-3.0,1.3,DEN,2022,13,9.0,10.0,1.0
259,CHI,0.1,0.6,GB,2022,13,28.0,19.0,-9.0
260,DAL,-6.2,0.5,IND,2022,13,19.0,54.0,35.0
261,DET,-0.7,0.3,JAX,2022,13,14.0,40.0,26.0
262,CIN,2.9,1.5,KC,2022,13,24.0,27.0,3.0
263,LV,-1.6,0.6,LAC,2022,13,20.0,27.0,7.0
264,SF,-3.8,1.0,MIA,2022,13,17.0,33.0,16.0
265,TB,-3.2,0.7,NO,2022,13,16.0,17.0,1.0
266,MIN,2.4,0.5,NYJ,2022,13,22.0,27.0,5.0
267,ATL,-4.6,1.1,PIT,2022,13,19.0,16.0,-3.0
268,LA,3.3,1.4,SEA,2022,13,27.0,23.0,-4.0
269,PHI,-8.0,0.5,TEN,2022,13,10.0,35.0,25.0
270,NYG,-0.6,0.6,WAS,2022,13,20.0,20.0,0.0
271,DAL,2.0,0.6,BAL,2024,3,28.0,25.0,-3.0
272,LV,-5.8,0.3,CAR,2024,3,36.0,22.0,-14.0
273,IND,-1.9,0.3,CHI,2024,3,16.0,21.0,5.0
274,TB,-2.8,0.7,DEN,2024,3,26.0,7.0,-19.0
275,ARI,1.3,0.5,DET,2024,3,20.0,13.0,-7.0
276,TEN,-1.0,0.6,GB,2024,3,30.0,14.0,-16.0
277,MIN,-1.4,0.6,HOU,2024,3,7.0,34.0,27.0
278,BUF,-6.8,0.6,JAX,2024,3,10.0,47.0,37.0
279,ATL,-0.2,0.3,KC,2024,3,22.0,17.0,-5.0
280,PIT,-1.4,0.4,LAC,2024,3,10.0,20.0,10.0
281,SEA,-2.0,0.5,MIA,2024,3,3.0,24.0,21.0
282,NYJ,1.1,0.9,NE,2024,3,3.0,24.0,21.0
283,CLE,-6.8,1.0,NYG,2024,3,21.0,15.0,-6.0
284,NO,-8.0,0.9,PHI,2024,3,15.0,12.0,-3.0
285,LA,3.6,1.1,SF,2024,3,24.0,27.0,3.0
286,CIN,-5.5,0.4,WAS,2024,3,38.0,33.0,-5.0
287,DEN,-1.6,0.4,ATL,2024,11,6.0,38.0,32.0
288,PIT,1.5,0.3,BAL,2024,11,16.0,18.0,2.0
289,LAC,-2.1,0.7,CIN,2024,11,27.0,34.0,7.0
290,NO,-5.5,0.3,CLE,2024,11,14.0,35.0,21.0
291,CHI,1.7,0.7,GB,2024,11,20.0,19.0,-1.0
292,DAL,4.6,2.3,HOU,2024,11,34.0,10.0,-24.0
293,NYJ,-4.3,0.5,IND,2024,11,28.0,27.0,-1.0
294,DET,-9.3,1.5,JAX,2024,11,6.0,52.0,46.0
295,BUF,-3.3,0.8,KC,2024,11,21.0,30.0,9.0
296,NE,-2.3,1.0,LA,2024,11,28.0,22.0,-6.0
297,MIA,-7.8,0.6,LV,2024,11,19.0,34.0,15.0
298,TEN,4.5,1.3,MIN,2024,11,23.0,13.0,-10.0
299,SF,-7.1,0.4,SEA,2024,11,20.0,17.0,-3.0
300,PHI,-4.4,0.4,WAS,2024,11,18.0,26.0,8.0
301,CAR,3.2,0.5,ATL,2023,15,7.0,9.0,2.0
302,JAX,3.4,0.4,BAL,2023,15,23.0,7.0,-16.0
303,CLE,-1.9,0.7,CHI,2023,15,17.0,20.0,3.0
304,BUF,-1.5,0.5,DAL,2023,15,10.0,31.0,21.0
305,DET,-5.4,0.5,DEN,2023,15,17.0,42.0,25.0
306,TEN,0.8,0.7,HOU,2023,15,19.0,16.0,-3.0
307,NE,2.6,0.4,KC,2023,15,27.0,17.0,-10.0
308,LV,1.5,0.4,LAC,2023,15,21.0,63.0,42.0
309,CIN,3.3,1.1,MIN,2023,15,24.0,27.0,3.0
310,NO,-8.2,0.7,NYG,2023,15,6.0,24.0,18.0
311,MIA,-5.7,0.7,NYJ,2023,15,0.0,30.0,30.0
312,SEA,-3.6,0.8,PHI,2023,15,17.0,20.0,3.0
313,IND,1.3,0.2,PIT,2023,15,13.0,30.0,17.0
314,ARI,6.4,3.3,SF,2023,15,45.0,29.0,-16.0
315,GB,-8.3,0.7,TB,2023,15,34.0,20.0,-14.0
316,LA,-6.6,0.7,WAS,2023,15,20.0,28.0,8.0
317,SEA,-11.6,2.1,ARI,2023,7,10.0,20.0,10.0
318,TB,-3.3,0.5,ATL,2023,7,16.0,13.0,-3.0
319,NE,2.3,0.7,BUF,2023,7,25.0,29.0,4.0
320,IND,0.8,0.6,CLE,2023,7,39.0,38.0,-1.0
321,BAL,-0.2,0.6,DET,2023,7,6.0,38.0,32.0
322,DEN,1.1,0.4,GB,2023,7,17.0,19.0,2.0
323,NO,1.1,0.7,JAX,2023,7,31.0,24.0,-7.0
324,KC,-9.0,0.9,LAC,2023,7,17.0,31.0,14.0
325,CHI,3.9,2.1,LV,2023,7,12.0,30.0,18.0
326,PHI,-5.2,0.5,MIA,2023,7,17.0,31.0,14.0
327,LA,-6.3,0.4,PIT,2023,7,24.0,17.0,-7.0
328,MIN,3.9,0.9,SF,2023,7,17.0,22.0,5.0
329,NYG,3.2,1.0,WAS,2023,7,7.0,14.0,7.0
330,CIN,-7.2,1.2,ATL,2022,7,17.0,35.0,18.0
331,NE,-11.3,2.8,CHI,2022,7,33.0,14.0,-19.0
332,BAL,0.1,0.8,CLE,2022,7,20.0,23.0,3.0
333,DAL,-8.2,0.9,DET,2022,7,6.0,24.0,18.0
334,WAS,2.8,0.4,GB,2022,7,21.0,23.0,2.0
335,LV,-7.1,1.1,HOU,2022,7,20.0,38.0,18.0
336,TEN,1.5,0.2,IND,2022,7,10.0,19.0,9.0
337,SF,-0.4,0.7,KC,2022,7,44.0,23.0,-21.0
338,ARI,1.5,0.4,NO,2022,7,34.0,42.0,8.0
339,JAX,-2.9,0.6,NYG,2022,7,23.0,17.0,-6.0
340,DEN,-1.7,2.1,NYJ,2022,7,16.0,9.0,-7.0
341,MIA,-1.5,1.1,PIT,2022,7,10.0,16.0,6.0
342,LAC,-0.2,0.6,SEA,2022,7,37.0,23.0,-14.0
343,CAR,3.0,0.5,TB,2022,7,3.0,21.0,18.0
344,PHI,-9.9,1.3,ARI,2023,17,35.0,31.0,-4.0
345,CHI,0.3,0.5,ATL,2023,17,17.0,37.0,20.0
346,JAX,-7.0,0.3,CAR,2023,17,0.0,26.0,26.0
347,KC,-6.3,0.5,CIN,2023,17,17.0,25.0,8.0
348,DAL,-4.9,0.3,DET,2023,17,19.0,20.0,1.0
349,MIN,-4.7,0.5,GB,2023,17,33.0,10.0,-23.0
350,NYG,3.1,0.7,LA,2023,17,26.0,25.0,-1.0
351,DEN,-1.7,0.7,LAC,2023,17,9.0,16.0,7.0
352,IND,-4.5,0.3,LV,2023,17,20.0,23.0,3.0
353,BAL,-3.2,0.2,MIA,2023,17,19.0,56.0,37.0
354,BUF,-8.2,0.5,NE,2023,17,21.0,27.0,6.0
355,TB,2.4,0.3,NO,2023,17,23.0,13.0,-10.0
356,CLE,-6.0,0.9,NYJ,2023,17,20.0,37.0,17.0
357,SEA,1.2,0.4,PIT,2023,17,30.0,23.0,-7.0
358,WAS,5.6,2.2,SF,2023,17,27.0,10.0,-17.0
359,HOU,-3.8,0.4,TEN,2023,17,3.0,26.0,23.0
360,BUF,-9.3,0.8,ARI,2024,1,28.0,34.0,6.0
361,KC,0.9,0.4,BAL,2024,1,20.0,27.0,7.0
362,NO,-8.9,0.8,CAR,2024,1,10.0,47.0,37.0
363,CLE,-0.3,0.4,DAL,2024,1,33.0,17.0,-16.0
364,SEA,-1.8,0.5,DEN,2024,1,20.0,26.0,6.0
365,PHI,2.7,0.9,GB,2024,1,29.0,34.0,5.0
366,IND,-4.3,0.4,HOU,2024,1,29.0,27.0,-2.0
367,MIA,-5.5,0.3,JAX,2024,1,17.0,20.0,3.0
368,DET,-1.0,0.7,LA,2024,1,20.0,26.0,6.0
369,LAC,-0.4,0.8,LV,2024,1,10.0,22.0,12.0
370,NYG,-2.0,0.8,MIN,2024,1,28.0,6.0,-22.0
371,CIN,-3.2,0.3,NE,2024,1,16.0,10.0,-6.0
372,SF,-7.1,0.3,NYJ,2024,1,19.0,32.0,13.0
373,ATL,-0.9,0.6,PIT,2024,1,18.0,10.0,-8.0
374,CHI,-5.9,0.1,TEN,2024,1,17.0,24.0,7.0
375,TB,-6.5,0.2,WAS,2024,1,20.0,37.0,17.0
376,PIT,5.0,1.8,BAL,2023,5,10.0,17.0,7.0
377,DET,-2.6,1.1,CAR,2023,5,24.0,42.0,18.0
378,WAS,-4.6,0.9,CHI,2023,5,40.0,20.0,-20.0
379,ARI,-3.8,0.7,CIN,2023,5,34.0,20.0,-14.0
380,SF,-4.9,0.5,DAL,2023,5,10.0,42.0,32.0
381,LV,-1.3,0.8,GB,2023,5,13.0,17.0,4.0
382,ATL,-0.3,0.7,HOU,2023,5,19.0,21.0,2.0
383,BUF,-5.7,1.2,JAX,2023,5,25.0,20.0,-5.0
384,MIN,5.1,2.1,KC,2023,5,27.0,20.0,-7.0
385,NE,-1.0,0.7,NO,2023,5,34.0,0.0,-34.0
386,MIA,-9.5,2.7,NYG,2023,5,16.0,31.0,15.0
387,DEN,-0.6,0.6,NYJ,2023,5,31.0,21.0,-10.0
388,LA,3.3,1.3,PHI,2023,5,23.0,14.0,-9.0
389,IND,0.6,0.4,TEN,2023,5,16.0,23.0,7.0
390,TB,-11.1,2.1,ATL,2022,5,15.0,21.0,6.0
391,MIN,-5.2,0.7,CHI,2022,5,22.0,29.0,7.0
392,BAL,2.4,0.2,CIN,2022,5,17.0,19.0,2.0
393,LA,0.9,0.5,DAL,2022,5,22.0,10.0,-12.0
394,NE,-0.7,1.0,DET,2022,5,0.0,29.0,29.0
395,JAX,-8.6,1.2,HOU,2022,5,13.0,6.0,-7.0
396,DEN,2.0,0.3,IND,2022,5,12.0,9.0,-3.0
397,CLE,-5.0,0.4,LAC,2022,5,30.0,28.0,-2.0
398,KC,-5.4,0.6,LV,2022,5,29.0,30.0,1.0
399,NYJ,1.6,0.2,MIA,2022,5,17.0,40.0,23.0
400,GB,-9.9,1.2,NYG,2022,5,27.0,22.0,-5.0
401,ARI,1.5,0.5,PHI,2022,5,20.0,17.0,-3.0
402,BUF,-15.7,5.6,PIT,2022,5,3.0,38.0,35.0
403,NO,-4.2,0.6,SEA,2022,5,32.0,39.0,7.0
404,CAR,3.1,0.4,SF,2022,5,37.0,15.0,-22.0
405,WAS,-0.6,0.5,TEN,2022,5,21.0,17.0,-4.0
406,NO,-0.2,1.5,BAL,2022,9,27.0,13.0,-14.0
407,NYJ,2.1,0.3,BUF,2022,9,17.0,20.0,3.0
408,CIN,-8.3,0.8,CAR,2022,9,21.0,42.0,21.0
409,DET,1.3,0.3,GB,2022,9,9.0,15.0,6.0
410,NE,2.2,1.4,IND,2022,9,3.0,26.0,23.0
411,TB,-2.7,0.8,LA,2022,9,13.0,16.0,3.0
412,ATL,-0.2,0.5,LAC,2022,9,20.0,17.0,-3.0
413,JAX,-3.0,0.4,LV,2022,9,20.0,27.0,7.0
414,CHI,0.5,0.6,MIA,2022,9,35.0,32.0,-3.0
415,WAS,2.5,0.6,MIN,2022,9,20.0,17.0,-3.0
416,HOU,3.4,1.7,PHI,2022,9,29.0,17.0,-12.0
417,ARI,1.0,0.4,SEA,2022,9,31.0,21.0,-10.0
418,KC,-6.2,0.9,TEN,2022,9,17.0,20.0,3.0
419,CLE,-6.6,0.4,ARI,2023,9,0.0,27.0,27.0
420,CIN,1.8,1.1,BUF,2023,9,18.0,24.0,6.0
421,NO,-8.0,1.1,CHI,2023,9,17.0,24.0,7.0
422,PHI,-1.2,0.8,DAL,2023,9,23.0,28.0,5.0
423,CAR,0.2,0.5,IND,2023,9,27.0,13.0,-14.0
424,GB,-4.9,0.8,LA,2023,9,3.0,20.0,17.0
425,NYJ,-2.0,0.7,LAC,2023,9,27.0,6.0,-21.0
426,KC,-5.8,0.5,MIA,2023,9,14.0,21.0,7.0
427,ATL,2.9,1.2,MIN,2023,9,31.0,28.0,-3.0
428,LV,-1.4,1.0,NYG,2023,9,6.0,30.0,24.0
429,BAL,-2.6,0.6,SEA,2023,9,3.0,37.0,34.0
430,HOU,-1.7,1.0,TB,2023,9,37.0,39.0,2.0
431,PIT,-4.2,1.3,TEN,2023,9,16.0,20.0,4.0
432,NE,2.3,1.0,WAS,2023,9,20.0,17.0,-3.0
433,CIN,5.3,1.2,BAL,2021,16,21.0,41.0,20.0
434,NE,5.4,0.9,BUF,2021,16,33.0,21.0,-12.0
435,SEA,-3.6,0.4,CHI,2021,16,25.0,24.0,-1.0
436,GB,-6.2,0.7,CLE,2021,16,22.0,24.0,2.0
437,LV,5.3,0.4,DEN,2021,16,13.0,17.0,4.0
438,ATL,-1.4,0.7,DET,2021,16,16.0,20.0,4.0
439,ARI,-0.8,1.1,IND,2021,16,22.0,16.0,-6.0
440,NYJ,1.7,0.4,JAX,2021,16,21.0,26.0,5.0
441,MIN,4.3,0.3,LA,2021,16,30.0,23.0,-7.0
442,HOU,8.0,2.0,LAC,2021,16,29.0,41.0,12.0
443,NO,-4.9,0.8,MIA,2021,16,20.0,3.0,-17.0
444,PHI,-8.3,0.6,NYG,2021,16,10.0,34.0,24.0
445,KC,-8.8,0.7,PIT,2021,16,10.0,36.0,26.0
446,TEN,-1.7,1.1,SF,2021,16,17.0,20.0,3.0
447,CAR,5.8,0.4,TB,2021,16,32.0,6.0,-26.0
448,DAL,-8.9,0.7,WAS,2021,16,14.0,56.0,42.0
449,CLE,3.3,0.4,ARI,2021,6,37.0,14.0,-23.0
450,TEN,5.6,0.6,BUF,2021,6,31.0,34.0,3.0
451,DET,0.9,1.0,CIN,2021,6,34.0,11.0,-23.0
452,NE,-4.4,1.0,DAL,2021,6,35.0,29.0,-6.0
453,CHI,6.5,0.7,GB,2021,6,24.0,14.0,-10.0
454,IND,-6.9,1.0,HOU,2021,6,3.0,31.0,28.0
455,WAS,2.0,1.2,KC,2021,6,31.0,13.0,-18.0
456,NYG,3.3,0.9,LA,2021,6,38.0,11.0,-27.0
457,BAL,-5.0,0.5,LAC,2021,6,6.0,34.0,28.0
458,DEN,-4.6,1.3,LV,2021,6,34.0,24.0,-10.0
459,JAX,1.6,1.8,MIA,2021,6,20.0,23.0,3.0
460,CAR,0.3,1.4,MIN,2021,6,34.0,28.0,-6.0
461,PIT,0.9,1.3,SEA,2021,6,20.0,23.0,3.0
462,PHI,7.9,1.8,TB,2021,6,28.0,22.0,-6.0
463,BAL,-10.2,0.9,CAR,2022,11,3.0,13.0,10.0
464,ATL,-3.8,0.9,CHI,2022,11,24.0,27.0,3.0
465,PIT,2.7,0.7,CIN,2022,11,37.0,30.0,-7.0
466,BUF,-7.0,0.5,CLE,2022,11,23.0,31.0,8.0
467,MIN,-1.3,0.5,DAL,2022,11,40.0,3.0,-37.0
468,NYG,-5.2,0.8,DET,2022,11,31.0,18.0,-13.0
469,LAC,3.2,1.9,KC,2022,11,30.0,27.0,-3.0
470,NO,-1.3,0.7,LA,2022,11,20.0,27.0,7.0
471,DEN,-4.1,0.7,LV,2022,11,22.0,16.0,-6.0
472,NE,-0.1,2.5,NYJ,2022,11,3.0,10.0,7.0
473,IND,2.1,0.7,PHI,2022,11,17.0,16.0,-1.0
474,ARI,1.1,0.5,SF,2022,11,38.0,10.0,-28.0
475,GB,-2.1,1.0,TEN,2022,11,27.0,17.0,-10.0
476,HOU,2.1,0.3,WAS,2022,11,23.0,10.0,-13.0
477,CHI,7.6,1.4,ARI,2021,13,33.0,22.0,-11.0
478,PIT,7.4,1.3,BAL,2021,13,19.0,20.0,1.0
479,NO,-0.7,1.2,DAL,2021,13,27.0,17.0,-10.0
480,KC,-1.1,0.7,DEN,2021,13,9.0,22.0,13.0
481,HOU,7.5,1.2,IND,2021,13,31.0,0.0,-31.0
482,LA,-9.1,1.5,JAX,2021,13,7.0,37.0,30.0
483,CIN,-5.6,0.8,LAC,2021,13,41.0,22.0,-19.0
484,DET,5.5,0.5,MIN,2021,13,27.0,29.0,2.0
485,BUF,-3.0,0.6,NE,2021,13,14.0,10.0,-4.0
486,MIA,-1.5,0.4,NYG,2021,13,9.0,20.0,11.0
487,NYJ,5.7,1.1,PHI,2021,13,33.0,18.0,-15.0
488,SEA,4.4,0.3,SF,2021,13,23.0,30.0,7.0
489,ATL,8.2,2.0,TB,2021,13,30.0,17.0,-13.0
490,LV,0.8,1.0,WAS,2021,13,17.0,15.0,-2.0
491,PIT,5.5,6.7,BAL,2022,14,16.0,14.0,-2.0
492,SEA,-11.4,1.3,CAR,2022,14,30.0,24.0,-6.0
493,CIN,-5.9,1.6,CLE,2022,14,10.0,23.0,13.0
494,DAL,-18.4,3.4,HOU,2022,14,23.0,27.0,4.0
495,TEN,-1.7,0.6,JAX,2022,14,36.0,22.0,-14.0
496,DEN,2.5,0.7,KC,2022,14,34.0,28.0,-6.0
497,LA,3.7,6.0,LV,2022,14,16.0,17.0,1.0
498,LAC,2.0,0.6,MIA,2022,14,17.0,23.0,6.0
499,DET,-0.9,0.3,MIN,2022,14,23.0,34.0,11.0
500,ARI,1.0,0.9,NE,2022,14,27.0,13.0,-14.0
501,BUF,-5.9,0.5,NYJ,2022,14,12.0,20.0,8.0
502,NYG,-0.1,1.2,PHI,2022,14,48.0,22.0,-26.0
503,SF,-4.7,1.2,TB,2022,14,7.0,35.0,28.0
504,SF,-12.0,3.7,ARI,2022,18,13.0,38.0,25.0
505,CIN,-2.9,0.5,BAL,2022,18,16.0,27.0,11.0
506,NO,-6.1,0.6,CAR,2022,18,10.0,7.0,-3.0
507,PIT,-0.3,0.4,CLE,2022,18,14.0,28.0,14.0
508,WAS,1.2,0.4,DAL,2022,18,6.0,26.0,20.0
509,GB,-4.0,0.4,DET,2022,18,20.0,16.0,-4.0
510,IND,-1.3,0.8,HOU,2022,18,32.0,31.0,-1.0
511,LV,1.6,0.4,KC,2022,18,31.0,13.0,-18.0
512,SEA,-7.5,1.1,LA,2022,18,16.0,19.0,3.0
513,DEN,0.9,0.5,LAC,2022,18,28.0,31.0,3.0
514,CHI,1.6,0.4,MIN,2022,18,29.0,13.0,-16.0
515,BUF,-3.4,0.7,NE,2022,18,23.0,35.0,12.0
516,PHI,-8.8,1.2,NYG,2022,18,16.0,22.0,6.0
517,MIA,-1.7,0.3,NYJ,2022,18,6.0,11.0,5.0
518,ATL,0.9,0.3,TB,2022,18,17.0,30.0,13.0
519,JAX,-4.4,0.3,TEN,2022,18,16.0,20.0,4.0
520,BAL,-3.9,0.5,BUF,2024,4,10.0,35.0,25.0
521,CAR,3.2,1.2,CIN,2024,4,34.0,24.0,-10.0
522,LV,-0.0,0.4,CLE,2024,4,16.0,20.0,4.0
523,NYG,-1.9,0.5,DAL,2024,4,20.0,15.0,-5.0
524,NYJ,-1.5,0.6,DEN,2024,4,10.0,9.0,-1.0
525,HOU,-7.4,1.1,JAX,2024,4,20.0,24.0,4.0
526,LAC,0.1,0.4,KC,2024,4,17.0,10.0,-7.0
527,CHI,-5.0,0.2,LA,2024,4,18.0,24.0,6.0
528,GB,-0.8,0.6,MIN,2024,4,31.0,29.0,-2.0
529,SF,-6.3,0.4,NE,2024,4,13.0,30.0,17.0
530,ATL,1.6,0.3,NO,2024,4,24.0,26.0,2.0
531,TB,0.4,0.3,PHI,2024,4,16.0,33.0,17.0
532,IND,0.9,0.3,PIT,2024,4,24.0,27.0,3.0
533,DET,-2.7,0.4,SEA,2024,4,29.0,42.0,13.0
534,MIA,-3.9,0.5,TEN,2024,4,31.0,12.0,-19.0
535,ARI,-3.1,0.4,WAS,2024,4,42.0,14.0,-28.0
536,LAC,3.8,0.9,BAL,2023,12,20.0,10.0,-10.0
537,PHI,-4.1,0.6,BUF,2023,12,34.0,37.0,3.0
538,TEN,-4.8,0.7,CAR,2023,12,10.0,17.0,7.0
539,MIN,-7.3,0.7,CHI,2023,12,12.0,10.0,-2.0
540,DEN,3.7,0.7,CLE,2023,12,12.0,29.0,17.0
541,DET,-7.2,0.3,GB,2023,12,29.0,22.0,-7.0
542,HOU,1.0,0.7,JAX,2023,12,24.0,21.0,-3.0
543,LV,3.9,0.6,KC,2023,12,31.0,17.0,-14.0
544,ARI,-2.0,0.5,LA,2023,12,37.0,14.0,-23.0
545,NYJ,3.1,0.3,MIA,2023,12,34.0,13.0,-21.0
546,NYG,0.9,0.4,NE,2023,12,7.0,10.0,3.0
547,ATL,0.8,0.6,NO,2023,12,15.0,24.0,9.0
548,CIN,-1.5,0.4,PIT,2023,12,16.0,10.0,-6.0
549,SEA,2.6,0.2,SF,2023,12,31.0,13.0,-18.0
550,IND,-0.1,0.9,TB,2023,12,20.0,27.0,7.0
551,DAL,-6.2,0.5,WAS,2023,12,10.0,45.0,35.0
552,MIA,-4.8,0.2,ARI,2024,8,28.0,27.0,-1.0
553,TB,0.5,0.8,ATL,2024,8,31.0,26.0,-5.0
554,CLE,6.8,5.6,BAL,2024,8,24.0,29.0,5.0
